Date,Year,Haul,Station,Transect,Region,Depth,Taxon,Sex,Split,Count,Species Code,Subsample (mL_,TotVol,5MinTowExpansion,CPUE
5/13/2011,2011,28,112,Mbay,Central,73,Ep,Female,,,1816,,,,0
5/13/2011,2011,28,112,Mbay,Central,73,Ep,Male,,,1816,,,,708
5/13/2011,2011,28,112,Mbay,Central,73,Nd,Both,,,1847,,,,0
5/13/2011,2011,28,112,Mbay,Central,73,Nd,Female,,,1847,,,,0
5/13/2011,2011,28,112,Mbay,Central,73,Nd,Male,,,1847,,,,0
5/13/2011,2011,28,112,Mbay,Central,73,Ts,Both,,,1473,,,,71508
5/13/2011,2011,28,112,Mbay,Central,73,Ts,Female,,,1473,,,,48144
5/13/2011,2011,28,112,Mbay,Central,73,Ts,Male,,,1473,,,,23364
5/13/2011,2011,29,109,Mbay,Central,608,Ep,Both,,,1816,,,,105408
5/13/2011,2011,29,109,Mbay,Central,608,Ep,Female,,,1816,,,,61344
5/13/2011,2011,29,109,Mbay,Central,608,Ep,Male,,,1816,,,,44064
5/13/2011,2011,29,109,Mbay,Central,608,Nd,Both,,,1847,,,,0
5/13/2011,2011,29,109,Mbay,Central,608,Nd,Female,,,1847,,,,0
5/13/2011,2011,29,109,Mbay,Central,608,Nd,Male,,,1847,,,,0
5/13/2011,2011,29,109,Mbay,Central,608,Ts,Both,,,1473,,,,0
5/13/2011,2011,29,109,Mbay,Central,608,Ts,Female,,,1473,,,,0
5/13/2011,2011,29,109,Mbay,Central,608,Ts,Male,,,1473,,,,0
5/13/2011,2011,30,110,Mbay,Central,2304,Ep,Both,,,1816,,,,18620
5/13/2011,2011,30,110,Mbay,Central,2304,Ep,Female,,,1816,,,,11628
5/13/2011,2011,30,110,Mbay,Central,2304,Ep,Male,,,1816,,,,6992
5/13/2011,2011,30,110,Mbay,Central,2304,Nd,Both,,,1847,,,,0
5/13/2011,2011,30,110,Mbay,Central,2304,Nd,Female,,,1847,,,,0
5/13/2011,2011,30,110,Mbay,Central,2304,Nd,Male,,,1847,,,,0
5/13/2011,2011,30,110,Mbay,Central,2304,Ts,Both,,,1473,,,,0
5/13/2011,2011,30,110,Mbay,Central,2304,Ts,Female,,,1473,,,,0
5/13/2011,2011,30,110,Mbay,Central,2304,Ts,Male,,,1473,,,,0
5/14/2011,2011,31,113,Mbay,Central,900,Ep,Both,,,1816,,,,10896
5/14/2011,2011,31,113,Mbay,Central,900,Ep,Female,,,1816,,,,7920
5/14/2011,2011,31,113,Mbay,Central,900,Ep,Male,,,1816,,,,2976
5/14/2011,2011,31,113,Mbay,Central,900,Nd,Both,,,1847,,,,0
5/14/2011,2011,31,113,Mbay,Central,900,Nd,Female,,,1847,,,,0
5/14/2011,2011,31,113,Mbay,Central,900,Nd,Male,,,1847,,,,0
5/14/2011,2011,31,113,Mbay,Central,900,Ts,Both,,,1473,,,,48
5/14/2011,2011,31,113,Mbay,Central,900,Ts,Female,,,1473,,,,0
5/14/2011,2011,31,113,Mbay,Central,900,Ts,Male,,,1473,,,,48
5/14/2011,2011,32,117,Mbay,Central,1920,Ep,Both,,,1816,,,,10980
5/14/2011,2011,32,117,Mbay,Central,1920,Ep,Female,,,1816,,,,6120
5/14/2011,2011,32,117,Mbay,Central,1920,Ep,Male,,,1816,,,,4860
5/14/2011,2011,32,117,Mbay,Central,1920,Nd,Both,,,1847,,,,0
5/14/2011,2011,32,117,Mbay,Central,1920,Nd,Female,,,1847,,,,0
5/14/2011,2011,32,117,Mbay,Central,1920,Nd,Male,,,1847,,,,0
5/14/2011,2011,32,117,Mbay,Central,1920,Ts,Both,,,1473,,,,180
5/14/2011,2011,32,117,Mbay,Central,1920,Ts,Female,,,1473,,,,90
5/14/2011,2011,32,117,Mbay,Central,1920,Ts,Male,,,1473,,,,90
5/14/2011,2011,33,154,FarOut,Central,1301,Ep,Both,,,1816,,,,1792
5/14/2011,2011,33,154,FarOut,Central,1301,Ep,Female,,,1816,,,,1152
5/14/2011,2011,33,154,FarOut,Central,1301,Ep,Male,,,1816,,,,640
5/14/2011,2011,33,154,FarOut,Central,1301,Nd,Both,,,1847,,,,0
5/14/2011,2011,33,154,FarOut,Central,1301,Nd,Female,,,1847,,,,0
5/14/2011,2011,33,154,FarOut,Central,1301,Nd,Male,,,1847,,,,0
5/14/2011,2011,33,154,FarOut,Central,1301,Ts,Both,,,1473,,,,16
5/14/2011,2011,33,154,FarOut,Central,1301,Ts,Female,,,1473,,,,16
5/14/2011,2011,33,154,FarOut,Central,1301,Ts,Male,,,1473,,,,0
5/14/2011,2011,34,156,FarOut,Central,91,Ep,Both,,,1816,,,,29104
5/14/2011,2011,34,156,FarOut,Central,91,Ep,Female,,,1816,,,,17976
5/14/2011,2011,34,156,FarOut,Central,91,Ep,Male,,,1816,,,,11128
5/14/2011,2011,34,156,FarOut,Central,91,Nd,Both,,,1847,,,,0
5/14/2011,2011,34,156,FarOut,Central,91,Nd,Female,,,1847,,,,0
5/14/2011,2011,34,156,FarOut,Central,91,Nd,Male,,,1847,,,,0
5/14/2011,2011,34,156,FarOut,Central,91,Ts,Both,,,1473,,,,136104
5/14/2011,2011,34,156,FarOut,Central,91,Ts,Female,,,1473,,,,46224
5/14/2011,2011,34,156,FarOut,Central,91,Ts,Male,,,1473,,,,89880
5/15/2011,2011,35,160,FarOut,Central,91,Ep,Both,,,1816,,,,3360
5/15/2011,2011,35,160,FarOut,Central,91,Ep,Female,,,1816,,,,1600
5/15/2011,2011,35,160,FarOut,Central,91,Ep,Male,,,1816,,,,1760
5/15/2011,2011,35,160,FarOut,Central,91,Nd,Both,,,1847,,,,0
5/15/2011,2011,35,160,FarOut,Central,91,Nd,Female,,,1847,,,,0
5/15/2011,2011,35,160,FarOut,Central,91,Nd,Male,,,1847,,,,0
5/15/2011,2011,35,160,FarOut,Central,91,Ts,Both,,,1473,,,,9280
5/15/2011,2011,35,160,FarOut,Central,91,Ts,Female,,,1473,,,,2880
5/15/2011,2011,35,160,FarOut,Central,91,Ts,Male,,,1473,,,,6400
5/15/2011,2011,36,162,FarOut,Central,1328,Ep,Both,,,1816,,,,75520
5/15/2011,2011,36,162,FarOut,Central,1328,Ep,Female,,,1816,,,,43896
5/15/2011,2011,36,162,FarOut,Central,1328,Ep,Male,,,1816,,,,31624
5/15/2011,2011,36,162,FarOut,Central,1328,Nd,Both,,,1847,,,,0
5/15/2011,2011,36,162,FarOut,Central,1328,Nd,Female,,,1847,,,,0
5/15/2011,2011,36,162,FarOut,Central,1328,Nd,Male,,,1847,,,,0
5/15/2011,2011,36,162,FarOut,Central,1328,Ts,Both,,,1473,,,,0
5/15/2011,2011,36,162,FarOut,Central,1328,Ts,Female,,,1473,,,,0
5/15/2011,2011,36,162,FarOut,Central,1328,Ts,Male,,,1473,,,,0
5/15/2011,2011,37,165,PtRey,Central,55,Ep,Both,,,1816,,,,18612.75
5/15/2011,2011,37,165,PtRey,Central,55,Ep,Female,,,1816,,,,14800.5
5/15/2011,2011,37,165,PtRey,Central,55,Ep,Male,,,1816,,,,3812.25
5/15/2011,2011,37,165,PtRey,Central,55,Nd,Both,,,1847,,,,0
5/15/2011,2011,37,165,PtRey,Central,55,Nd,Female,,,1847,,,,0
5/15/2011,2011,37,165,PtRey,Central,55,Nd,Male,,,1847,,,,0
5/15/2011,2011,37,165,PtRey,Central,55,Ts,Both,,,1473,,,,242190
5/15/2011,2011,37,165,PtRey,Central,55,Ts,Female,,,1473,,,,148902
5/15/2011,2011,37,165,PtRey,Central,55,Ts,Male,,,1473,,,,93288
5/15/2011,2011,38,166,PtRey,Central,55,Ep,Both,,,1816,,,,15990
5/15/2011,2011,38,166,PtRey,Central,55,Ep,Female,,,1816,,,,7380
5/15/2011,2011,38,166,PtRey,Central,55,Ep,Male,,,1816,,,,8610
5/15/2011,2011,38,166,PtRey,Central,55,Nd,Both,,,1847,,,,0
5/15/2011,2011,38,166,PtRey,Central,55,Nd,Female,,,1847,,,,0
5/15/2011,2011,38,166,PtRey,Central,55,Nd,Male,,,1847,,,,0
5/15/2011,2011,38,166,PtRey,Central,55,Ts,Both,,,1473,,,,23862
5/15/2011,2011,38,166,PtRey,Central,55,Ts,Female,,,1473,,,,3198
5/15/2011,2011,38,166,PtRey,Central,55,Ts,Male,,,1473,,,,20664
5/15/2011,2011,39,167,PtRey,Central,91,Ep,Both,,,1816,,,,17064
5/15/2011,2011,39,167,PtRey,Central,91,Ep,Female,,,1816,,,,9180
5/15/2011,2011,39,167,PtRey,Central,91,Ep,Male,,,1816,,,,7884
5/15/2011,2011,39,167,PtRey,Central,91,Nd,Both,,,1847,,,,0
5/15/2011,2011,39,167,PtRey,Central,91,Nd,Female,,,1847,,,,0
5/15/2011,2011,39,167,PtRey,Central,91,Nd,Male,,,1847,,,,0
5/15/2011,2011,39,167,PtRey,Central,91,Ts,Both,,,1473,,,,11880
5/15/2011,2011,39,167,PtRey,Central,91,Ts,Female,,,1473,,,,6048
5/15/2011,2011,39,167,PtRey,Central,91,Ts,Male,,,1473,,,,5832
5/16/2011,2011,40,168,PtRey,Central,120,Ep,Both,,,1816,,,,2808
5/16/2011,2011,40,168,PtRey,Central,120,Ep,Female,,,1816,,,,2088
5/16/2011,2011,40,168,PtRey,Central,120,Ep,Male,,,1816,,,,720
5/16/2011,2011,40,168,PtRey,Central,120,Nd,Both,,,1847,,,,0
5/16/2011,2011,40,168,PtRey,Central,120,Nd,Female,,,1847,,,,0
5/16/2011,2011,40,168,PtRey,Central,120,Nd,Male,,,1847,,,,0
5/16/2011,2011,40,168,PtRey,Central,120,Ts,Both,,,1473,,,,88.5
5/16/2011,2011,40,168,PtRey,Central,120,Ts,Female,,,1473,,,,54
5/16/2011,2011,40,168,PtRey,Central,120,Ts,Male,,,1473,,,,34.5
5/16/2011,2011,41,170,PtRey,Central,183,Ep,Both,,,1816,,,,16896
5/16/2011,2011,41,170,PtRey,Central,183,Ep,Female,,,1816,,,,10120
5/16/2011,2011,41,170,PtRey,Central,183,Ep,Male,,,1816,,,,6776
5/16/2011,2011,41,170,PtRey,Central,183,Nd,Both,,,1847,,,,0
5/16/2011,2011,41,170,PtRey,Central,183,Nd,Female,,,1847,,,,0
5/16/2011,2011,41,170,PtRey,Central,183,Nd,Male,,,1847,,,,0
5/16/2011,2011,41,170,PtRey,Central,183,Ts,Both,,,1473,,,,176
5/16/2011,2011,41,170,PtRey,Central,183,Ts,Female,,,1473,,,,44
5/16/2011,2011,41,170,PtRey,Central,183,Ts,Male,,,1473,,,,132
5/16/2011,2011,42,171,PtRey,Central,400,Ep,Both,,,1816,,,,12936
5/16/2011,2011,42,171,PtRey,Central,400,Ep,Female,,,1816,,,,7832
5/16/2011,2011,42,171,PtRey,Central,400,Ep,Male,,,1816,,,,5104
5/16/2011,2011,42,171,PtRey,Central,400,Nd,Both,,,1847,,,,0
5/16/2011,2011,42,171,PtRey,Central,400,Nd,Female,,,1847,,,,0
5/16/2011,2011,42,171,PtRey,Central,400,Nd,Male,,,1847,,,,0
5/16/2011,2011,42,171,PtRey,Central,400,Ts,Both,,,1473,,,,0
5/16/2011,2011,42,171,PtRey,Central,400,Ts,Female,,,1473,,,,0
5/16/2011,2011,42,171,PtRey,Central,400,Ts,Male,,,1473,,,,0
5/18/2011,2011,43,118,Mbay,Central,966,Ep,Both,,,1816,,,,2272
5/18/2011,2011,43,118,Mbay,Central,966,Ep,Female,,,1816,,,,1536
5/18/2011,2011,43,118,Mbay,Central,966,Ep,Male,,,1816,,,,736
5/18/2011,2011,43,118,Mbay,Central,966,Nd,Both,,,1847,,,,0
5/18/2011,2011,43,118,Mbay,Central,966,Nd,Female,,,1847,,,,0
5/18/2011,2011,43,118,Mbay,Central,966,Nd,Male,,,1847,,,,0
5/18/2011,2011,43,118,Mbay,Central,966,Ts,Both,,,1473,,,,0
5/18/2011,2011,43,118,Mbay,Central,966,Ts,Female,,,1473,,,,0
5/18/2011,2011,43,118,Mbay,Central,966,Ts,Male,,,1473,,,,0
5/18/2011,2011,44,117,Mbay,Central,1920,Ep,Both,,,1816,,,,19840
5/18/2011,2011,44,117,Mbay,Central,1920,Ep,Female,,,1816,,,,13440
5/18/2011,2011,44,117,Mbay,Central,1920,Ep,Male,,,1816,,,,6400
5/18/2011,2011,44,117,Mbay,Central,1920,Nd,Both,,,1847,,,,0
5/18/2011,2011,44,117,Mbay,Central,1920,Nd,Female,,,1847,,,,0
5/18/2011,2011,44,117,Mbay,Central,1920,Nd,Male,,,1847,,,,0
5/18/2011,2011,44,117,Mbay,Central,1920,Ts,Both,,,1473,,,,0
5/18/2011,2011,44,117,Mbay,Central,1920,Ts,Female,,,1473,,,,0
5/18/2011,2011,44,117,Mbay,Central,1920,Ts,Male,,,1473,,,,0
5/18/2011,2011,45,113,Mbay,Central,900,Ep,Both,,,1816,,,,67760
5/18/2011,2011,45,113,Mbay,Central,900,Ep,Female,,,1816,,,,40880
5/18/2011,2011,45,113,Mbay,Central,900,Ep,Male,,,1816,,,,26880
5/18/2011,2011,45,113,Mbay,Central,900,Nd,Both,,,1847,,,,0
5/18/2011,2011,45,113,Mbay,Central,900,Nd,Female,,,1847,,,,0
5/18/2011,2011,45,113,Mbay,Central,900,Nd,Male,,,1847,,,,0
5/18/2011,2011,45,113,Mbay,Central,900,Ts,Both,,,1473,,,,0
5/18/2011,2011,45,113,Mbay,Central,900,Ts,Female,,,1473,,,,0
5/18/2011,2011,45,113,Mbay,Central,900,Ts,Male,,,1473,,,,0
5/18/2011,2011,46,110,Mbay,Central,2304,Ep,Both,,,1816,,,,53760
5/18/2011,2011,46,110,Mbay,Central,2304,Ep,Female,,,1816,,,,34440
5/18/2011,2011,46,110,Mbay,Central,2304,Ep,Male,,,1816,,,,19320
5/18/2011,2011,46,110,Mbay,Central,2304,Nd,Both,,,1847,,,,0
5/18/2011,2011,46,110,Mbay,Central,2304,Nd,Female,,,1847,,,,0
5/18/2011,2011,46,110,Mbay,Central,2304,Nd,Male,,,1847,,,,0
5/18/2011,2011,46,110,Mbay,Central,2304,Ts,Both,,,1473,,,,0
5/18/2011,2011,46,110,Mbay,Central,2304,Ts,Female,,,1473,,,,0
5/18/2011,2011,46,110,Mbay,Central,2304,Ts,Male,,,1473,,,,0
5/18/2011,2011,47,109,Mbay,Central,608,Ep,Both,,,1816,,,,19626.67
5/18/2011,2011,47,109,Mbay,Central,608,Ep,Female,,,1816,,,,11093.33
5/18/2011,2011,47,109,Mbay,Central,608,Ep,Male,,,1816,,,,8533.333
5/18/2011,2011,47,109,Mbay,Central,608,Nd,Both,,,1847,,,,170.6667
5/18/2011,2011,47,109,Mbay,Central,608,Nd,Female,,,1847,,,,85.33333
5/18/2011,2011,47,109,Mbay,Central,608,Nd,Male,,,1847,,,,85.33333
5/18/2011,2011,47,109,Mbay,Central,608,Ts,Both,,,1473,,,,256
5/18/2011,2011,47,109,Mbay,Central,608,Ts,Female,,,1473,,,,256
5/18/2011,2011,47,109,Mbay,Central,608,Ts,Male,,,1473,,,,0
5/19/2011,2011,48,442,PiedBl,Central,167,Ep,Both,,,1816,,,,3936
5/19/2011,2011,48,442,PiedBl,Central,167,Ep,Female,,,1816,,,,2099.2
5/19/2011,2011,48,442,PiedBl,Central,167,Ep,Male,,,1816,,,,1836.8
5/19/2011,2011,48,442,PiedBl,Central,167,Nd,Both,,,1847,,,,0
5/19/2011,2011,48,442,PiedBl,Central,167,Nd,Female,,,1847,,,,0
5/19/2011,2011,48,442,PiedBl,Central,167,Nd,Male,,,1847,,,,0
5/19/2011,2011,48,442,PiedBl,Central,167,Ts,Both,,,1473,,,,705.2
5/19/2011,2011,48,442,PiedBl,Central,167,Ts,Female,,,1473,,,,524.8
5/19/2011,2011,48,442,PiedBl,Central,167,Ts,Male,,,1473,,,,180.4
5/19/2011,2011,49,441,PiedBl,Central,60,Ep,Both,,,1816,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Ep,Female,,,1816,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Ep,Male,,,1816,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Nd,Both,,,1847,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Nd,Female,,,1847,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Nd,Male,,,1847,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Ts,Both,,,1473,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Ts,Female,,,1473,,,,0
5/19/2011,2011,49,441,PiedBl,Central,60,Ts,Male,,,1473,,,,0
5/20/2011,2011,50,112,Mbay,Central,73,Ep,Both,,,1816,,,,792
5/20/2011,2011,50,112,Mbay,Central,73,Ep,Female,,,1816,,,,390
5/20/2011,2011,50,112,Mbay,Central,73,Ep,Male,,,1816,,,,402
5/20/2011,2011,50,112,Mbay,Central,73,Nd,Both,,,1847,,,,0
5/20/2011,2011,50,112,Mbay,Central,73,Nd,Female,,,1847,,,,0
5/20/2011,2011,50,112,Mbay,Central,73,Nd,Male,,,1847,,,,0
5/20/2011,2011,50,112,Mbay,Central,73,Ts,Both,,,1473,,,,225
5/20/2011,2011,50,112,Mbay,Central,73,Ts,Female,,,1473,,,,111
5/20/2011,2011,50,112,Mbay,Central,73,Ts,Male,,,1473,,,,114
5/20/2011,2011,51,115,Mbay,Central,91,Ep,Both,,,1816,,,,47880
5/20/2011,2011,51,115,Mbay,Central,91,Ep,Female,,,1816,,,,25920
5/20/2011,2011,51,115,Mbay,Central,91,Ep,Male,,,1816,,,,21960
5/20/2011,2011,51,115,Mbay,Central,91,Nd,Both,,,1847,,,,0
5/20/2011,2011,51,115,Mbay,Central,91,Nd,Female,,,1847,,,,0
5/20/2011,2011,51,115,Mbay,Central,91,Nd,Male,,,1847,,,,0
5/20/2011,2011,51,115,Mbay,Central,91,Ts,Both,,,1473,,,,6840
5/20/2011,2011,51,115,Mbay,Central,91,Ts,Female,,,1473,,,,5220
5/20/2011,2011,51,115,Mbay,Central,91,Ts,Male,,,1473,,,,1620
5/20/2011,2011,52,116,Mbay,Central,287,Ep,Both,,,1816,,,,12816
5/20/2011,2011,52,116,Mbay,Central,287,Ep,Female,,,1816,,,,7128
5/20/2011,2011,52,116,Mbay,Central,287,Ep,Male,,,1816,,,,5688
5/20/2011,2011,52,116,Mbay,Central,287,Nd,Both,,,1847,,,,18
5/20/2011,2011,52,116,Mbay,Central,287,Nd,Female,,,1847,,,,0
5/20/2011,2011,52,116,Mbay,Central,287,Nd,Male,,,1847,,,,18
5/20/2011,2011,52,116,Mbay,Central,287,Ts,Both,,,1473,,,,810
5/20/2011,2011,52,116,Mbay,Central,287,Ts,Female,,,1473,,,,648
5/20/2011,2011,52,116,Mbay,Central,287,Ts,Male,,,1473,,,,162
5/20/2011,2011,53,114,Mbay,Central,73,Ep,Both,,,1816,,,,7104
5/20/2011,2011,53,114,Mbay,Central,73,Ep,Female,,,1816,,,,4560
5/20/2011,2011,53,114,Mbay,Central,73,Ep,Male,,,1816,,,,2544
5/20/2011,2011,53,114,Mbay,Central,73,Nd,Both,,,1847,,,,0
5/20/2011,2011,53,114,Mbay,Central,73,Nd,Female,,,1847,,,,0
5/20/2011,2011,53,114,Mbay,Central,73,Nd,Male,,,1847,,,,0
5/20/2011,2011,53,114,Mbay,Central,73,Ts,Both,,,1473,,,,852
5/20/2011,2011,53,114,Mbay,Central,73,Ts,Female,,,1473,,,,444
5/20/2011,2011,53,114,Mbay,Central,73,Ts,Male,,,1473,,,,408
5/20/2011,2011,54,119,Mbay,Central,91,Ep,Both,,,1816,,,,2640
5/20/2011,2011,54,119,Mbay,Central,91,Ep,Female,,,1816,,,,1520
5/20/2011,2011,54,119,Mbay,Central,91,Ep,Male,,,1816,,,,1120
5/20/2011,2011,54,119,Mbay,Central,91,Nd,Both,,,1847,,,,0
5/20/2011,2011,54,119,Mbay,Central,91,Nd,Female,,,1847,,,,0
5/20/2011,2011,54,119,Mbay,Central,91,Nd,Male,,,1847,,,,0
5/20/2011,2011,54,119,Mbay,Central,91,Ts,Both,,,1473,,,,12880
5/20/2011,2011,54,119,Mbay,Central,91,Ts,Female,,,1473,,,,10640
5/20/2011,2011,54,119,Mbay,Central,91,Ts,Male,,,1473,,,,2240
5/23/2011,2011,55,123,Dvpt,Central,82,Ep,Both,,,1816,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Ep,Female,,,1816,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Ep,Male,,,1816,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Nd,Both,,,1847,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Nd,Female,,,1847,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Nd,Male,,,1847,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Ts,Both,,,1473,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Ts,Female,,,1473,,,,0
5/23/2011,2011,55,123,Dvpt,Central,82,Ts,Male,,,1473,,,,0
5/23/2011,2011,56,124,Dvpt,Central,128,Ep,Both,,,1816,,,,16640
5/23/2011,2011,56,124,Dvpt,Central,128,Ep,Female,,,1816,,,,10400
5/23/2011,2011,56,124,Dvpt,Central,128,Ep,Male,,,1816,,,,6240
5/23/2011,2011,56,124,Dvpt,Central,128,Nd,Both,,,1847,,,,0
5/23/2011,2011,56,124,Dvpt,Central,128,Nd,Female,,,1847,,,,0
5/23/2011,2011,56,124,Dvpt,Central,128,Nd,Male,,,1847,,,,0
5/23/2011,2011,56,124,Dvpt,Central,128,Ts,Both,,,1473,,,,2120
5/23/2011,2011,56,124,Dvpt,Central,128,Ts,Female,,,1473,,,,1000
5/23/2011,2011,56,124,Dvpt,Central,128,Ts,Male,,,1473,,,,1120
5/23/2011,2011,57,125,Dvpt,Central,446,Ep,Both,,,1816,,,,5516
5/23/2011,2011,57,125,Dvpt,Central,446,Ep,Female,,,1816,,,,3500
5/23/2011,2011,57,125,Dvpt,Central,446,Ep,Male,,,1816,,,,2016
5/23/2011,2011,57,125,Dvpt,Central,446,Nd,Both,,,1847,,,,0
5/23/2011,2011,57,125,Dvpt,Central,446,Nd,Female,,,1847,,,,0
5/23/2011,2011,57,125,Dvpt,Central,446,Nd,Male,,,1847,,,,0
5/23/2011,2011,57,125,Dvpt,Central,446,Ts,Both,,,1473,,,,99.75
5/23/2011,2011,57,125,Dvpt,Central,446,Ts,Female,,,1473,,,,47.25
5/23/2011,2011,57,125,Dvpt,Central,446,Ts,Male,,,1473,,,,52.5
5/24/2011,2011,58,237,Gofl,Central,74,Ep,Both,,,1816,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Ep,Female,,,1816,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Ep,Male,,,1816,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Nd,Both,,,1847,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Nd,Female,,,1847,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Nd,Male,,,1847,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Ts,Both,,,1473,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Ts,Female,,,1473,,,,0
5/24/2011,2011,58,237,Gofl,Central,74,Ts,Male,,,1473,,,,0
5/24/2011,2011,59,138,Gofl,Central,55,Ep,Both,,,1816,,,,327000
5/24/2011,2011,59,138,Gofl,Central,55,Ep,Female,,,1816,,,,189000
5/24/2011,2011,59,138,Gofl,Central,55,Ep,Male,,,1816,,,,138000
5/24/2011,2011,59,138,Gofl,Central,55,Nd,Both,,,1847,,,,0
5/24/2011,2011,59,138,Gofl,Central,55,Nd,Female,,,1847,,,,0
5/24/2011,2011,59,138,Gofl,Central,55,Nd,Male,,,1847,,,,0
5/24/2011,2011,59,138,Gofl,Central,55,Ts,Both,,,1473,,,,684000
5/24/2011,2011,59,138,Gofl,Central,55,Ts,Female,,,1473,,,,240000
5/24/2011,2011,59,138,Gofl,Central,55,Ts,Male,,,1473,,,,444000
5/24/2011,2011,60,154,FarOut,Central,1301,Ep,Both,,,1816,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Ep,Female,,,1816,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Ep,Male,,,1816,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Nd,Both,,,1847,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Nd,Female,,,1847,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Nd,Male,,,1847,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Ts,Both,,,1473,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Ts,Female,,,1473,,,,0
5/24/2011,2011,60,154,FarOut,Central,1301,Ts,Male,,,1473,,,,0
5/24/2011,2011,61,154,FarOut,Central,1301,Ep,Both,,,1816,,,,20480
5/24/2011,2011,61,154,FarOut,Central,1301,Ep,Female,,,1816,,,,16000
5/24/2011,2011,61,154,FarOut,Central,1301,Ep,Male,,,1816,,,,4480
5/24/2011,2011,61,154,FarOut,Central,1301,Nd,Both,,,1847,,,,0
5/24/2011,2011,61,154,FarOut,Central,1301,Nd,Female,,,1847,,,,0
5/24/2011,2011,61,154,FarOut,Central,1301,Nd,Male,,,1847,,,,0
5/24/2011,2011,61,154,FarOut,Central,1301,Ts,Both,,,1473,,,,160
5/24/2011,2011,61,154,FarOut,Central,1301,Ts,Female,,,1473,,,,160
5/24/2011,2011,61,154,FarOut,Central,1301,Ts,Male,,,1473,,,,0
5/25/2011,2011,62,171,PtRey,Central,400,Ep,Both,,,1816,,,,13728
5/25/2011,2011,62,171,PtRey,Central,400,Ep,Female,,,1816,,,,9312
5/25/2011,2011,62,171,PtRey,Central,400,Ep,Male,,,1816,,,,4416
5/25/2011,2011,62,171,PtRey,Central,400,Nd,Both,,,1847,,,,96
5/25/2011,2011,62,171,PtRey,Central,400,Nd,Female,,,1847,,,,0
5/25/2011,2011,62,171,PtRey,Central,400,Nd,Male,,,1847,,,,96
5/25/2011,2011,62,171,PtRey,Central,400,Ts,Both,,,1473,,,,0
5/25/2011,2011,62,171,PtRey,Central,400,Ts,Female,,,1473,,,,0
5/25/2011,2011,62,171,PtRey,Central,400,Ts,Male,,,1473,,,,0
5/25/2011,2011,63,170,PtRey,Central,183,Ep,Both,,,1816,,,,17220
5/25/2011,2011,63,170,PtRey,Central,183,Ep,Female,,,1816,,,,10780
5/25/2011,2011,63,170,PtRey,Central,183,Ep,Male,,,1816,,,,6440
5/25/2011,2011,63,170,PtRey,Central,183,Nd,Both,,,1847,,,,140
5/25/2011,2011,63,170,PtRey,Central,183,Nd,Female,,,1847,,,,140
5/25/2011,2011,63,170,PtRey,Central,183,Nd,Male,,,1847,,,,0
5/25/2011,2011,63,170,PtRey,Central,183,Ts,Both,,,1473,,,,1995
5/25/2011,2011,63,170,PtRey,Central,183,Ts,Female,,,1473,,,,1505
5/25/2011,2011,63,170,PtRey,Central,183,Ts,Male,,,1473,,,,490
5/25/2011,2011,64,168,PtRey,Central,120,Ep,Both,,,1816,,,,16184
5/25/2011,2011,64,168,PtRey,Central,120,Ep,Female,,,1816,,,,10744
5/25/2011,2011,64,168,PtRey,Central,120,Ep,Male,,,1816,,,,5440
5/25/2011,2011,64,168,PtRey,Central,120,Nd,Both,,,1847,,,,0
5/25/2011,2011,64,168,PtRey,Central,120,Nd,Female,,,1847,,,,0
5/25/2011,2011,64,168,PtRey,Central,120,Nd,Male,,,1847,,,,0
5/25/2011,2011,64,168,PtRey,Central,120,Ts,Both,,,1473,,,,272
5/25/2011,2011,64,168,PtRey,Central,120,Ts,Female,,,1473,,,,272
5/25/2011,2011,64,168,PtRey,Central,120,Ts,Male,,,1473,,,,0
